Item Number,number,Quantity,Equipment,Module,Level of significance,Category,Other Information,UOM,ST,Description 1,Description 2,Search Text,Unit Cost,Extended Cost,jdelitm,prp1,prp2,file_name,Type,DIM,Comm Class,Supplier,Item Pool,Drawing2
300596,,16,,1,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M10-1.25,ZINC PLATED [CL8.8],0.0754,,300596,Metric Fastener,Nut & Washer,E_AB_M10-1.25.PAR    ,par,,90,7,FASTENAL CANADA LTD.(CAD)(KITC,
24101947,,6,,1,,,,EA,B,HEX.SOC.CAP SCREW,"#10-24UNC X 0.375""",ZINC PLATED [A574],0.0399,,24101947,Inch Fastener,Hex.Socket Head Product,VTCY_0.190-24X0.375.p,p,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24102083,,5,,1,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 0.625""",ZINC PLATED [GR.5],0.0878,,24102083,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X0.625_G,625_g,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24103079,,2,,1,,,,EA,B,HEX.SOC.SHOULDER SCREW,"0.375"" X 0.500"" X 5/16-18UNC",ZINC PLATED,0.8043,,24103079,Inch Fastener,Hex.Socket Head Product,VTCYE_0.313-18X0.375X,375x,,50,7,FASTENAL CANADA LTD.(CAD)(KITC,
24103215,,16,,1,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 20MM,[SS.304],0.0899,,24103215,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X020_SS.,,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24103381,,4,,1,,,,EA,B,HEX.NYLON INSERT LOCKNUT,#10-24UNC,ZINC PLATED,0.0117,,24103381,Inch Fastener,Nut & Washer,E_AB_0.190-24.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24103897,,8,,1,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M12-1.75,ZINC PLATED [CL8.8],0.0585,,24103897,Metric Fastener,Nut & Washer,E_AB_M12-1.75.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24103897,,8,,1,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M12-1.75,ZINC PLATED [CL8.8],0.0585,,24103897,Metric Fastener,Nut & Washer,E_AB_M12-1.75.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104102,,4,,1,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M10-1.50,ZINC PLATED [CL8.8],0.0475,,24104102,Metric Fastener,Nut & Washer,E_AB_M10-1.50.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104507,,16,,1,,,,EA,B,HEX.HD.CAP SCREW,M10-1.25 X 25MM,ZINC PLATED [CL8.8],0.1778,,24104507,Metric Fastener,Hex.Head Product & Screw,VTHE_M10-1.25X025_CLS,25x025_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24104536,,98,,1,,,,EA,B,WASHER;FLAT M10,20MM OD;ZINC PLATED[GR.5],DIN 125A,0.0164,,24104536,Metric Fastener,Nut & Washer,RP_M10.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104537,,16,,1,,,,EA,B,WASHER;FLAT M12,24MM OD;ZINC PLATED[GR.5],DIN 125A,0.0287,,24104537,Metric Fastener,Nut & Washer,RP_M12.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104537,,16,,1,,,,EA,B,WASHER;FLAT M12,24MM OD;ZINC PLATED[GR.5],DIN 125A,0.0287,,24104537,Metric Fastener,Nut & Washer,RP_M12.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104541,,27,,1,,,,EA,B,WASHER;FLAT M6,12MM OD;ZINC PLATED[GR.5],DIN 125A,0.0046,,24104541,Metric Fastener,Nut & Washer,RP_M06.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104833,,16,,1,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M6-1.00,[SS.304],0.0461,,24104833,Metric Fastener,Nut & Washer,E_AB_M06-1.00_SS.PAR ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104511,,8,,1,,,,EA,B,HEX.HD.CAP SCREW,M12-1.75 X 30MM,ZINC PLATED [CL8.8],0.1269,,24104511,Metric Fastener,Hex.Head Product & Screw,VTHE_M12-1.75X030_CLS,75x030_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101594,,8,,1,,,,EA,B,HEX.SOC.CAP SCREW,"#10-24UNC X 1.000""",ZINC PLATED [A574],0.0333,,24101594,Inch Fastener,Hex.Socket Head Product,VTCY_0.190-24X1.000.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101593,,4,,1,,,,EA,B,HEX.SOC.CAP SCREW,"#10-24UNC X 0.750""",ZINC PLATED [A574],0.0405,,24101593,Inch Fastener,Hex.Socket Head Product,VTCY_0.190-24X0.750.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101501,,4,,1,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M6-1.00,ZINC PLATED [CL8.8],0.0139,,24101501,Metric Fastener,Nut & Washer,E_AB_M06-1.00.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101583,,10,,1,,,,EA,B,WASHER;SPRING LOCK,#10,ZINC PLATED,0.0054,,24101583,Inch Fastener,Nut & Washer,RR_0.190.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
113930,,8,,1,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.625""",ZINC PLATED [GR.5],0.0216,,113930,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.625_G,625_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
123212,,1,,1,,,,EA,B,CARRIAGE BOLT,"3/8-16UNC X 1.000""",ZINC PLATED [GR.5],0.0872,,123212,Inch Fastener,Hex.Head Product & Screw,BCCC_0.375-16X1.000.P,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
161078,,1,,1,,,,EA,B,CARRIAGE BOLT,"1/4-20UNC X 0.750""",ZINC PLATED [GR.5],0.0718,,161078,Inch Fastener,Hex.Head Product & Screw,BCCC_0.250-20X0.750.P,p,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24100014,,16,,1,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 1.000""",ZINC PLATED [GR.5],0.0594,,24100014,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X1.000_G,000_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100015,,6,,1,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 1.500""",ZINC PLATED [GR.5],0.0805,,24100015,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X1.500_G,500_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100049,,48,,1,,,,EA,B,"WASHER;FLAT 0.250""","0.734"" OD;ZINC PLATED[GR.5]",USS,0.0103,,24100049,Inch Fastener,Nut & Washer,RP_0.250.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100051,,24,,1,,,,EA,B,"WASHER;FLAT 0.375""","1.000"" OD;ZINC PLATED[GR.5]",USS,0.0203,,24100051,Inch Fastener,Nut & Washer,RP_0.375.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100056,,24,,1,,,,EA,B,WASHER;SPRING LOCK,"0.250""",ZINC PLATED,0.0056,,24100056,Inch Fastener,Nut & Washer,RR_0.250.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100058,,11,,1,,,,EA,B,WASHER;SPRING LOCK,"0.375""",ZINC PLATED,0.0113,,24100058,Inch Fastener,Nut & Washer,RR_0.375.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100080,,6,,1,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 0.750""",ZINC PLATED [GR.5],0.0445,,24100080,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X0.750_G,750_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100157,,6,,1,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.500""",ZINC PLATED [GR.5],0.0196,,24100157,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.500_G,500_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100172,,4,,1,,,,EA,B,WASHER;FLAT #10,"0.500"" OD;ZINC PLATED[GR.5]",SAE,0.0024,,24100172,Inch Fastener,Nut & Washer,RP_0.190.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100175,,38,,1,,,,EA,B,HEX.NYLON INSERT LOCKNUT,3/8-16UNC,ZINC PLATED [GR.2],0.0293,,24100175,Inch Fastener,Nut & Washer,E_AB_0.375-16.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100504,,6,,1,,,,EA,B,HEX.NYLON INSERT LOCKNUT,1/4-20UNC,ZINC PLATED [GR.2],0.0165,,24100504,Inch Fastener,Nut & Washer,E_AB_0.250-20.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100791,,4,,1,,,,EA,B,HEX.HD.CAP SCREW,M10-1.50 X 25MM,ZINC PLATED [CL8.8],0.0795,,24100791,Metric Fastener,Hex.Head Product & Screw,VTHE_M10-1.50X025_CLS,50x025_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101194,,4,,1,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 20MM,ZINC PLATED [CL8.8],0.0286,,24101194,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X020_CLS,00x020_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101212,,24,,1,,,,EA,B,HEX.NUT,M5-0.80,ZINC PLATED [CL8.8],0.0057,,24101212,Metric Fastener,Nut & Washer,E_HEX_M05-0.80.par   ,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101217,,38,,1,,,,EA,B,WASHER;FLAT M5,10MM OD;ZINC PLATED[GR.5],DIN 125A,0.0054,,24101217,Metric Fastener,Nut & Washer,RP_M05.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101222,,4,,1,,,,EA,B,WASHER;SPRING LOCK,M5,ZINC PLATED,0.0062,,24101222,Metric Fastener,Nut & Washer,RR_M05.PAR           ,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24100002,,5,,1,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 1.000""",ZINC PLATED [GR.5],0.0253,,24100002,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X1.000_G,000_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100001,,9,,1,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.750""",ZINC PLATED [GR.5],0.0217,,24100001,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.750_G,750_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100081,,11,,1,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 1.250""",ZINC PLATED [GR.5],0.0684,,24100081,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X1.250_G,250_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
212595,,4,,1,,,,EA,B,CARRIAGE BOLT,"3/8-16UNC X 2.250""",ZINC PLATED,0.558,,212595,Inch Fastener,Hex.Head Product & Screw,212595.par           ,par,,50,7,FASTENAL CANADA LTD.(CAD)(KITC,
113930,,4,,16,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.625""",ZINC PLATED [GR.5],0.0216,,113930,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.625_G,625_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
117876,,4,,16,,,,EA,B,HEX.HD.CAP SCREW,M10-1.50 X 75MM,ZINC PLATED [CL8.8],0.4325,,117876,Metric Fastener,Hex.Head Product & Screw,VTHE_M10-1.50X075_CLS,50x075_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
123212,,4,,16,,,,EA,B,CARRIAGE BOLT,"3/8-16UNC X 1.000""",ZINC PLATED [GR.5],0.0872,,123212,Inch Fastener,Hex.Head Product & Screw,BCCC_0.375-16X1.000.P,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100001,,18,,16,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.750""",ZINC PLATED [GR.5],0.0217,,24100001,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.750_G,750_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100003,,4,,16,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 1.500""",ZINC PLATED [GR.5],0.0315,,24100003,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X1.500_G,500_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100017,,4,,16,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 2.500""",ZINC PLATED [GR.5],0.1304,,24100017,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X2.500_G,500_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101502,,4,,16,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M8-1.25,ZINC PLATED [CL8.8],0.0177,,24101502,Metric Fastener,Nut & Washer,E_AB_M08-1.25.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101593,,4,,16,,,,EA,B,HEX.SOC.CAP SCREW,"#10-24UNC X 0.750""",ZINC PLATED [A574],0.0405,,24101593,Inch Fastener,Hex.Socket Head Product,VTCY_0.190-24X0.750.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101598,,4,,16,,,,EA,B,HEX.SOC.CAP SCREW,"1/4-20UNC X 1.000""",ZINC PLATED [A574],0.0518,,24101598,Inch Fastener,Hex.Socket Head Product,VTCY_0.250-20X1.000.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101618,,2,,16,,,,EA,B,HEX.SOC.FH.CAP SCREW,"1/4-20UNC X 0.750""",ZINC PLATED [A574],0.0417,,24101618,Inch Fastener,Hex.Socket Head Product,VTFR_0.250-20X0.750.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101720,,1,,16,,,,EA,B,HEX.HD.CAP SCREW,M16-2.00 X 60MM,ZINC PLATED [CL8.8],0.4643,,24101720,Metric Fastener,Hex.Head Product & Screw,VTHE_M16-2.00X060_CLS,00x060_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101939,,6,,16,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.750""",[SS.304],0.0496,,24101939,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.750_S,750_s,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102142,,4,,16,,,,EA,B,HEX.JAM NUT,1-8UNC,ZINC PLATED [GR.5],0.3471,,24102142,Inch Fastener,Nut & Washer,E_CE_1.000-8.PAR     ,par,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24102425,,12,,16,,,,EA,B,WASHER;FLAT M8,16MM OD;ZINC PLATED[GR.5],DIN 125A,0.0099,,24102425,Metric Fastener,Nut & Washer,RP_M08.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102976,,1,,16,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M16-2.00,ZINC PLATED [CL8.8],0.208,,24102976,Metric Fastener,Nut & Washer,E_AB_M16-2.00.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101467,,4,,16,,,,EA,B,HEX.SOC.CAP SCREW,M8-1.25 X 30MM,ZINC PLATED [CL8.8],0.0924,,24101467,Metric Fastener,Hex.Socket Head Product,VTCY_M08-1.25X030.par,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24103381,,4,,16,,,,EA,B,HEX.NYLON INSERT LOCKNUT,#10-24UNC,ZINC PLATED,0.0117,,24103381,Inch Fastener,Nut & Washer,E_AB_0.190-24.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104536,,72,,16,,,,EA,B,WASHER;FLAT M10,20MM OD;ZINC PLATED[GR.5],DIN 125A,0.0164,,24104536,Metric Fastener,Nut & Washer,RP_M10.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104538,,2,,16,,,,EA,B,WASHER;FLAT M16,30MM OD;ZINC PLATED[GR.5],DIN 125A,0.0547,,24104538,Metric Fastener,Nut & Washer,RP_M16.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104541,,14,,16,,,,EA,B,WASHER;FLAT M6,12MM OD;ZINC PLATED[GR.5],DIN 125A,0.0046,,24104541,Metric Fastener,Nut & Washer,RP_M06.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100009,,4,,16,,,,EA,B,HEX.HD.CAP SCREW,"5/16-18UNC X 1.500""",ZINC PLATED [GR.5],0.0516,,24100009,Inch Fastener,Hex.Head Product & Screw,VTHE_0.313-18X1.500_G,500_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104102,,6,,16,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M10-1.50,ZINC PLATED [CL8.8],0.0475,,24104102,Metric Fastener,Nut & Washer,E_AB_M10-1.50.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24102505,,6,,16,,,,EA,B,WASHER;SPRING LOCK,"0.250""",[SS.304],0.0155,,24102505,Inch Fastener,Nut & Washer,RR_0.250_SS.PAR      ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100084,,4,,16,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 2.750""",ZINC PLATED [GR.5],0.1242,,24100084,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X2.750_G,750_g,,50,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101223,,2,,16,,,,EA,B,WASHER;SPRING LOCK,M6,ZINC PLATED,0.0088,,24101223,Metric Fastener,Nut & Washer,RR_M06.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100049,,56,,16,,,,EA,B,"WASHER;FLAT 0.250""","0.734"" OD;ZINC PLATED[GR.5]",USS,0.0103,,24100049,Inch Fastener,Nut & Washer,RP_0.250.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100056,,30,,16,,,,EA,B,WASHER;SPRING LOCK,"0.250""",ZINC PLATED,0.0056,,24100056,Inch Fastener,Nut & Washer,RR_0.250.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100058,,8,,16,,,,EA,B,WASHER;SPRING LOCK,"0.375""",ZINC PLATED,0.0113,,24100058,Inch Fastener,Nut & Washer,RR_0.375.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100063,,8,,16,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 1.250""",ZINC PLATED [GR.5],0.0268,,24100063,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X1.250_G,250_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100080,,4,,16,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 0.750""",ZINC PLATED [GR.5],0.0445,,24100080,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X0.750_G,750_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100081,,30,,16,,,,EA,B,HEX.HD.CAP SCREW,"3/8-16UNC X 1.250""",ZINC PLATED [GR.5],0.0684,,24100081,Inch Fastener,Hex.Head Product & Screw,VTHE_0.375-16X1.250_G,250_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100157,,2,,16,,,,EA,B,HEX.HD.CAP SCREW,"1/4-20UNC X 0.500""",ZINC PLATED [GR.5],0.0196,,24100157,Inch Fastener,Hex.Head Product & Screw,VTHE_0.250-20X0.500_G,500_g,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100172,,8,,16,,,,EA,B,WASHER;FLAT #10,"0.500"" OD;ZINC PLATED[GR.5]",SAE,0.0024,,24100172,Inch Fastener,Nut & Washer,RP_0.190.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100175,,134,,16,,,,EA,B,HEX.NYLON INSERT LOCKNUT,3/8-16UNC,ZINC PLATED [GR.2],0.0293,,24100175,Inch Fastener,Nut & Washer,E_AB_0.375-16.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100356,,4,,16,,,,EA,B,HEX.SOC.SET SCREW CUP POINT,"1/4-20UNC X 0.750""",ZINC PLATED [A574],0.1693,,24100356,Inch Fastener,Hex.Socket Head Product,VP_0.250-20X0.750.PAR,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100503,,4,,16,,,,EA,B,HEX.NYLON INSERT LOCKNUT,5/16-18UNC,ZINC PLATED [GR.2],0.0173,,24100503,Inch Fastener,Nut & Washer,E_AB_0.313-18.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100504,,22,,16,,,,EA,B,HEX.NYLON INSERT LOCKNUT,1/4-20UNC,ZINC PLATED [GR.2],0.0165,,24100504,Inch Fastener,Nut & Washer,E_AB_0.250-20.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100983,,93,,16,,,,EA,B,CARRIAGE BOLT,"3/8-16UNC X 1.250""",ZINC PLATED [GR.5],0.0781,,24100983,Inch Fastener,Hex.Head Product & Screw,BCCC_0.375-16X1.250.P,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101011,,12,,16,,,,EA,B,HEX.SOC.FH.CAP SCREW,"1/4-20UNC X 1.000""",ZINC PLATED [A574],0.0469,,24101011,Inch Fastener,Hex.Socket Head Product,VTFR_0.250-20X1.000.p,p,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101194,,4,,16,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 20MM,ZINC PLATED [CL8.8],0.0286,,24101194,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X020_CLS,00x020_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24101208,,2,,16,,,,EA,B,HEX.HD.CAP SCREW,M10-1.50 X 50MM,ZINC PLATED [CL8.8],0.538,,24101208,Metric Fastener,Hex.Head Product & Screw,VTHE_M10-1.50X050_CLS,50x050_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101212,,17,,16,,,,EA,B,HEX.NUT,M5-0.80,ZINC PLATED [CL8.8],0.0057,,24101212,Metric Fastener,Nut & Washer,E_HEX_M05-0.80.par   ,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24101217,,17,,16,,,,EA,B,WASHER;FLAT M5,10MM OD;ZINC PLATED[GR.5],DIN 125A,0.0054,,24101217,Metric Fastener,Nut & Washer,RP_M05.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24100051,,120,,16,,,,EA,B,"WASHER;FLAT 0.375""","1.000"" OD;ZINC PLATED[GR.5]",USS,0.0203,,24100051,Inch Fastener,Nut & Washer,RP_0.375.PAR         ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104541,,86,,17,,,,EA,B,WASHER;FLAT M6,12MM OD;ZINC PLATED[GR.5],DIN 125A,0.0046,,24104541,Metric Fastener,Nut & Washer,RP_M06.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24107663,,4,,17,,,,EA,B,HEX.SOC.SET SCREW CUP POINT,"5/16-18UNC X 0.500""",ZINC PLATED  [A574],0.1941,,24107663,Inch Fastener,Hex.Socket Head Product,VP_0.313-18X0.500.PAR,par,,50,7,FASTENAL CANADA LTD.(CAD)(KITC,
24104854,,2,,17,,,,EA,B,WASHER;FLAT M6,12MM OD;SS.304[A2],DIN 125A,0.0075,,24104854,Metric Fastener,Nut & Washer,RP_M06_SS.PAR        ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104742,,2,,17,,,,EA,B,HEX.SOC.CAP SCREW,M10-1.50 X 35MM,ZINC PLATED [CL8.8],0.1871,,24104742,Metric Fastener,Hex.Socket Head Product,VTCY_M10-1.50X035.PAR,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104717,,1,,17,,,,EA,B,HEX.HD.CAP SCREW,M10-1.50 X 35MM,ZINC PLATED [CL8.8],0.1049,,24104717,Metric Fastener,Hex.Head Product & Screw,VTHE_M10-1.50X035_CLS,50x035_cls,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104548,,4,,17,,,,EA,B,WASHER;SPRING LOCK,M10,ZINC PLATED,0.0505,,24104548,Metric Fastener,Nut & Washer,RR_M10.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104542,,2,,17,,,,EA,B,WASHER;FLAT M18,34MM OD;ZINC PLATED[GR.5],DIN 125A,0.0782,,24104542,Metric Fastener,Nut & Washer,RP_M18.PAR           ,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24104538,,18,,17,,,,EA,B,WASHER;FLAT M16,30MM OD;ZINC PLATED[GR.5],DIN 125A,0.0547,,24104538,Metric Fastener,Nut & Washer,RP_M16.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104537,,4,,17,,,,EA,B,WASHER;FLAT M12,24MM OD;ZINC PLATED[GR.5],DIN 125A,0.0287,,24104537,Metric Fastener,Nut & Washer,RP_M12.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104537,,4,,17,,,,EA,B,WASHER;FLAT M12,24MM OD;ZINC PLATED[GR.5],DIN 125A,0.0287,,24104537,Metric Fastener,Nut & Washer,RP_M12.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104536,,75,,17,,,,EA,B,WASHER;FLAT M10,20MM OD;ZINC PLATED[GR.5],DIN 125A,0.0164,,24104536,Metric Fastener,Nut & Washer,RP_M10.PAR           ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104502,,4,,17,,,,EA,B,HEX.HD.CAP SCREW,M6-1.00 X 65MM,ZINC PLATED [CL8.8],0.1744,,24104502,Metric Fastener,Hex.Head Product & Screw,VTHE_M06-1.00X065_CLS,00x065_cls,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
24104331,,4,,17,,,,EA,B,HEX.NYLON INSERT LOCKNUT,M5-0.80,ZINC PLATED [CL8.8],0.0095,,24104331,Metric Fastener,Nut & Washer,E_AB_M05-0.80.PAR    ,par,,90,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104245,,7,,17,,,,EA,B,HEX.NYLON INSERT LOCKNUT,#8-32UNC,ZINC PLATED,0.0101,,24104245,Inch Fastener,Nut & Washer,E_AB_0.164-32.PAR    ,par,,50,5,FASTENAL CANADA LTD.(CAD)(KITC,
24104563,,4,,17,,,,EA,B,HEX.SOC.CAP SCREW,M4-0.70 X 20MM,ZINC PLATED [CL8.8],0.025,,24104563,Metric Fastener,Hex.Socket Head Product,VTCY_M04-0.70X020.par,par,,90,6,FASTENAL CANADA LTD.(CAD)(KITC,
